source_url	source_url_normalized	ref	fact	bias
http://www.republicworld.com/	republicworld.com	https://mediabiasfactcheck.com/republic-world/	mixed	left-center
http://www.timesheadline.com	timesheadline.com	https://mediabiasfactcheck.com/times-headline/	mixed	left-center
http://www.amazingnews.net/	amazingnews.net	https://mediabiasfactcheck.com/amazingnews-net/	low	extreme-right
https://www.thestar.com/	thestar.com	http://mediabiasfactcheck.com/toronto-star/	high	left-center
https://aceflashman.wordpress.com/	aceflashman.wordpress.com	http://mediabiasfactcheck.com/ace-flashman/	low	center
http://www.hoax-slayer.com/	hoax-slayer.com	http://mediabiasfactcheck.com/hoax-slayer/	high	center
https://home.nra.org/	home.nra.org	http://mediabiasfactcheck.com/national-rifle-association-nra/	mixed	right
https://americanbridgepac.org/	americanbridgepac.org	http://mediabiasfactcheck.com/american-bridge-21st-century/	mixed	left
http://www.orlandosentinel.com/	orlandosentinel.com	http://mediabiasfactcheck.com/orlando-sentinel/	high	right-center
http://www.voanews.com/	voanews.com	http://mediabiasfactcheck.com/voice-of-america/	high	center
https://newsandstoriesfromusa.com/	newsandstoriesfromusa.com	https://mediabiasfactcheck.com/news-stories-usa/	low	extreme-right
http://offendedamerica.com/	offendedamerica.com	https://mediabiasfactcheck.com/offended-america/	mixed	right
http://www.calgarysun.com/	calgarysun.com	http://mediabiasfactcheck.com/calgary-sun/	high	right-center
https://southafricatoday.net	southafricatoday.net	https://mediabiasfactcheck.com/south-africa-today/	low	right
http://blackpigeonspeaks.com/	blackpigeonspeaks.com	https://mediabiasfactcheck.com/black-pigeon-speaks/	low	extreme-right
https://www.churchmilitant.com/	churchmilitant.com	https://mediabiasfactcheck.com/church-militant/	mixed	right
http://www.liberalamerica.org/	liberalamerica.org	http://mediabiasfactcheck.com/liberal-america/	mixed	left
https://www.newscientist.com/	newscientist.com	http://mediabiasfactcheck.com/new-scientist/	high	center
http://www.theskimm.com/	theskimm.com	http://mediabiasfactcheck.com/the-skimm/	high	center
https://iowastartingline.com	iowastartingline.com	https://mediabiasfactcheck.com/iowa-starting-line/	high	left
http://deepleftfield.info/	deepleftfield.info	https://mediabiasfactcheck.com/deep-left-field/	mixed	left
http://www.burrardstreetjournal.com/	burrardstreetjournal.com	http://mediabiasfactcheck.com/burrard-street-journal/	low	center
http://www.who.int/en/	who.int-en	http://mediabiasfactcheck.com/world-health-organization-who/	high	center
https://www.propublica.org/	propublica.org	http://mediabiasfactcheck.com/propublica/	high	left-center
http://yellowhammernews.com/	yellowhammernews.com	http://mediabiasfactcheck.com/yellowhammer-news/	high	right
http://news.groopspeak.com/	news.groopspeak.com	http://mediabiasfactcheck.com/groopspeak/	mixed	left
http://www.fairvote.org/	fairvote.org	http://mediabiasfactcheck.com/fairvote/	high	left-center
http://www.intellectualtakeout.org/	intellectualtakeout.org	https://mediabiasfactcheck.com/intellectual-takeout/	mixed	right
http://conservativefighters.com/	conservativefighters.com	http://mediabiasfactcheck.com/conservative-fighters/	low	extreme-right
http://oilprice.com/	oilprice.com	http://mediabiasfactcheck.com/oil-price/	high	right-center
http://www.the-american-interest.com/	the-american-interest.com	http://mediabiasfactcheck.com/the-american-interest/	high	right-center
https://gawken.com/	gawken.com	http://mediabiasfactcheck.com/gawken/	low	center
http://bigleaguepolitics.com/	bigleaguepolitics.com	https://mediabiasfactcheck.com/big-league-politics/	mixed	right
http://www.azcentral.com/	azcentral.com	http://mediabiasfactcheck.com/arizona-republic/	high	right-center
http://www.leftsideofhistory.com/	leftsideofhistory.com	http://mediabiasfactcheck.com/left-side-of-history/	mixed	left
http://reagancoalition.com/	reagancoalition.com	http://mediabiasfactcheck.com/reagan-coalition/	low	extreme-right
http://monthlyreview.org/	monthlyreview.org	http://mediabiasfactcheck.com/monthly-review/	high	left-center
https://newswars.com/	newswars.com	https://mediabiasfactcheck.com/newswars/	low	extreme-right
http://www.progressive.org/	progressive.org	http://mediabiasfactcheck.com/the-progressive/	high	left
https://www.oathkeepers.org	oathkeepers.org	https://mediabiasfactcheck.com/oath-keepers/	low	extreme-right
http://www.anthropocenemagazine.org/	anthropocenemagazine.org	http://mediabiasfactcheck.com/conservation-magazine/	high	center
http://www.atlbanana.com/	atlbanana.com	http://mediabiasfactcheck.com/the-atlanta-banana/	low	center
http://www.salon.com/	salon.com	http://mediabiasfactcheck.com/salon/	high	left
http://www.bluestemprairie.com/	bluestemprairie.com	http://mediabiasfactcheck.com/bluestem-prairie/	high	left-center
https://brokenworldnews.com/	brokenworldnews.com	http://mediabiasfactcheck.com/broken-world-news/	low	center
http://www.atimes.com/	atimes.com	https://mediabiasfactcheck.com/asia-times/	high	center
http://www.patriotfires.com/	patriotfires.com	http://mediabiasfactcheck.com/patriot-fires/	low	extreme-right
http://www.allgov.com	allgov.com	https://mediabiasfactcheck.com/allgov/	high	center
http://www.thegoldwater.com/	thegoldwater.com	https://mediabiasfactcheck.com/the-goldwater/	low	extreme-right
https://lynx.media/	lynx.media	https://mediabiasfactcheck.com/lynx-media/	mixed	right-center
http://resistancereport.com/	resistancereport.com	http://mediabiasfactcheck.com/resistance-report/	low	extreme-left
http://democraticreview.com/	democraticreview.com	http://mediabiasfactcheck.com/democratic-review/	low	extreme-left
http://www.medicaldaily.com/	medicaldaily.com	https://mediabiasfactcheck.com/medical-daily/	high	center
http://americannewsx.com/	americannewsx.com	http://mediabiasfactcheck.com/american-news-x/	mixed	left
http://www.ibtimes.com/	ibtimes.com	http://mediabiasfactcheck.com/international-business-times/	mixed	left-center
https://www.japantimes.co.jp/	japantimes.co.jp	https://mediabiasfactcheck.com/japan-times/	high	center
http://www.chicksontheright.com/	chicksontheright.com	http://mediabiasfactcheck.com/chicks-on-the-right/	mixed	right
https://www.foreignpolicyjournal.com	foreignpolicyjournal.com	https://mediabiasfactcheck.com/foreign-policy-journal/	high	left
https://www.quantamagazine.org/	quantamagazine.org	https://mediabiasfactcheck.com/quanta-magazine/	high	center
https://www.buzzfeed.com/	buzzfeed.com	http://mediabiasfactcheck.com/buzzfeed/	mixed	left-center
http://harvardpolitics.com/	harvardpolitics.com	http://mediabiasfactcheck.com/harvard-political-review/	high	center
http://newsuptoday.com/	newsuptoday.com	https://mediabiasfactcheck.com/news-up-today/	low	extreme-right
https://sciencetrends.com	sciencetrends.com	https://mediabiasfactcheck.com/science-trends/	high	center
https://viralcords.com/	viralcords.com	http://mediabiasfactcheck.com/viral-cords/	low	center
http://www.climatecentral.org/	climatecentral.org	http://mediabiasfactcheck.com/climate-central/	high	center
http://siouxcityjournal.com/	siouxcityjournal.com	https://mediabiasfactcheck.com/sioux-city-journal/	high	center
https://www.commentarymagazine.com/	commentarymagazine.com	http://mediabiasfactcheck.com/commentary-magazine/	high	right
https://www.themaven.net/beingliberal	themaven.net-beingliberal	https://mediabiasfactcheck.com/being-liberal/	mixed	left
https://www.cpj.org/	cpj.org	http://mediabiasfactcheck.com/committee-to-protect-journalists/	high	center
http://www.adelaidenow.com.au/	adelaidenow.com.au	https://mediabiasfactcheck.com/the-advertiser/	mixed	right
http://www.epi.org/	epi.org	https://mediabiasfactcheck.com/economic-policy-institute/	high	left-center
http://www.atlanticmedia.com/	atlanticmedia.com	http://mediabiasfactcheck.com/atlantic-media/	high	left-center
http://www.bangkokpost.com/	bangkokpost.com	http://mediabiasfactcheck.com/the-bangkok-post/	high	center
http://bigamericannews.com/	bigamericannews.com	http://mediabiasfactcheck.com/big-american-news/	low	center
http://www.psypost.org/	psypost.org	http://mediabiasfactcheck.com/psypost/	high	center
http://www.beliefnet.com	beliefnet.com	https://mediabiasfactcheck.com/beliefnet/	mixed	right
https://placesjournal.org/	placesjournal.org	http://mediabiasfactcheck.com/places-journal/	high	center
http://www.politicalgarbagechute.com/	politicalgarbagechute.com	http://mediabiasfactcheck.com/the-political-garbage-chute/	low	center
https://rewire.news/	rewire.news	http://mediabiasfactcheck.com/rewire/	high	left
https://www.defconwarningsystem.com	defconwarningsystem.com	https://mediabiasfactcheck.com/defcon-warning-system/	high	center
http://www.pnas.org/	pnas.org	http://mediabiasfactcheck.com/proceedings-of-the-national-academy-of-sciences-of-the-united-states-of-america-pnas/	high	center
https://www.truthexaminer.com/	truthexaminer.com	http://mediabiasfactcheck.com/truth-examiner/	low	extreme-left
http://www.aljazeera.com/	aljazeera.com	http://mediabiasfactcheck.com/al-jazeera/	high	left-center
https://milo.yiannopoulos.net/	milo.yiannopoulos.net	http://mediabiasfactcheck.com/milo-news/	low	extreme-right
http://magicvalley.com/	magicvalley.com	https://mediabiasfactcheck.com/times-news-idaho/	high	center
http://www.skeptic.com/	skeptic.com	http://mediabiasfactcheck.com/skeptic-magazine/	high	center
http://www.marketwatch.com/	marketwatch.com	http://mediabiasfactcheck.com/marketwatch/	high	center
http://abriluno.com/	abriluno.com	http://mediabiasfactcheck.com/abril-uno/	low	center
http://www.detroitnews.com/	detroitnews.com	http://mediabiasfactcheck.com/detroit-news/	high	right-center
http://thechronicleherald.ca/	thechronicleherald.ca	https://mediabiasfactcheck.com/the-chronicle-herald/	mixed	right-center
http://theduran.com/	theduran.com	http://mediabiasfactcheck.com/the-duran/	low	extreme-right
https://www.teaparty.org/	teaparty.org	http://mediabiasfactcheck.com/tea-party-inc/	low	extreme-right
http://www.frc.org	frc.org	http://mediabiasfactcheck.com/family-research-council/	low	extreme-right
http://stocksnewsdaily.com/	stocksnewsdaily.com	https://mediabiasfactcheck.com/stocks-news-daily/	mixed	left-center
http://retractionwatch.com/	retractionwatch.com	http://mediabiasfactcheck.com/retraction-watch/	high	center
https://uawire.org/	uawire.org	https://mediabiasfactcheck.com/uawire/	mixed	left-center
https://photographyisnotacrime.com/	photographyisnotacrime.com	http://mediabiasfactcheck.com/pinac/	high	left
http://babylonbee.com/	babylonbee.com	http://mediabiasfactcheck.com/babylon-bee/	low	center
http://www.polygraph.info/	polygraph.info	http://mediabiasfactcheck.com/polygraph-info/	high	center
http://conservativebyte.com	conservativebyte.com	https://mediabiasfactcheck.com/conservative-byte/	low	extreme-right
https://fas.org/	fas.org	http://mediabiasfactcheck.com/federation-of-american-scientists-fas/	high	center
http://www.al-monitor.com/pulse/home.html	al-monitor.com-pulse-home.html	http://mediabiasfactcheck.com/al-monitor/	high	left-center
http://secondnexus.com/	secondnexus.com	http://mediabiasfactcheck.com/second-nexus/	mixed	left-center
http://www.nwitimes.com	nwitimes.com	https://mediabiasfactcheck.com/northwest-indiana-times/	high	center
http://www.morningstaronline.co.uk/	morningstaronline.co.uk	http://mediabiasfactcheck.com/the-morning-star/	high	left
https://www.climaterealityproject.org/	climaterealityproject.org	http://mediabiasfactcheck.com/the-climate-reality-project/	high	left
http://theproudliberal.org/	theproudliberal.org	http://mediabiasfactcheck.com/the-proud-liberal/	low	extreme-left
https://www.nccivitas.org/	nccivitas.org	https://mediabiasfactcheck.com/civitas-institute/	mixed	right
http://www.vox.com/	vox.com	http://mediabiasfactcheck.com/vox/	high	left
http://freedumjunkshun.com/	freedumjunkshun.com	https://mediabiasfactcheck.com/freedum-junkshun/	low	center
https://www.aol.com/	aol.com	http://mediabiasfactcheck.com/aol/	high	left-center
http://www.lgbtqnation.com/	lgbtqnation.com	http://mediabiasfactcheck.com/lgbtq-nation/	high	left
http://www.beaware.one	beaware.one	https://mediabiasfactcheck.com/beaware/	low	extreme-right
http://liberalsociety.com/	liberalsociety.com	http://mediabiasfactcheck.com/liberal-society/	low	extreme-left
http://www.taxpayer.com/	taxpayer.com	http://mediabiasfactcheck.com/canadian-taxpayers-federation/	high	right-center
http://santamariatimes.com	santamariatimes.com	https://mediabiasfactcheck.com/santa-maria-times/	high	center
http://www.jamestown.org/	jamestown.org	http://mediabiasfactcheck.com/the-jamestown-foundation/	high	right-center
https://bluntforcetruth.com	bluntforcetruth.com	https://mediabiasfactcheck.com/blunt-force-truth/	low	extreme-right
http://www.independent.co.uk/us	independent.co.uk	http://mediabiasfactcheck.com/the-independent/	high	left-center
https://www.desmogblog.com/	desmogblog.com	http://mediabiasfactcheck.com/desmog/	high	left
https://niskanencenter.org	niskanencenter.org	https://mediabiasfactcheck.com/niskanen-center/	high	center
https://www.scientificamerican.com/	scientificamerican.com	http://mediabiasfactcheck.com/scientific-american/	high	center
https://www.greenleft.org.au	greenleft.org.au	https://mediabiasfactcheck.com/green-left-weekly/	mixed	left
https://www.texasmonthly.com	texasmonthly.com	https://mediabiasfactcheck.com/texas-monthly/	high	left-center
http://www.pravdareport.com/	pravdareport.com	http://mediabiasfactcheck.com/pravda-report/	mixed	left
http://www.hindustantimes.com/	hindustantimes.com	https://mediabiasfactcheck.com/hindustan-times/	high	left-center
http://www.peninsuladailynews.com/	peninsuladailynews.com	http://mediabiasfactcheck.com/peninsula-daily-news/	high	right-center
http://www.mirror.co.uk/	mirror.co.uk	http://mediabiasfactcheck.com/daily-mirror/	mixed	left
http://americablog.com/	americablog.com	http://mediabiasfactcheck.com/americablog/	high	left
http://bb4sp.com/	bb4sp.com	http://mediabiasfactcheck.com/bb4sp/	low	extreme-right
http://firstinfreedomdaily.com/	firstinfreedomdaily.com	https://mediabiasfactcheck.com/first-freedom-daily/	mixed	right
http://www.fresnobee.com/	fresnobee.com	http://mediabiasfactcheck.com/fresno-bee/	high	left-center
http://www.americanpatriotdaily.com/	americanpatriotdaily.com	http://mediabiasfactcheck.com/american-patriot-daily/	low	extreme-right
http://www.helsinkitimes.fi/	helsinkitimes.fi	http://mediabiasfactcheck.com/helsinki-times/	high	left-center
http://www.pri.org/programs/globalpost	pri.org-programs-globalpost	http://mediabiasfactcheck.com/global-post/	high	left-center
http://www.tribunemagazine.org/	tribunemagazine.org	http://mediabiasfactcheck.com/tribune-magazine-uk/	high	left
http://www.dailywire.com/	dailywire.com	http://mediabiasfactcheck.com/the-daily-wire/	mixed	right
http://bismarcktribune.com	bismarcktribune.com	https://mediabiasfactcheck.com/bismarck-tribune/	high	center
http://researchantisemitism.ca	researchantisemitism.ca	https://mediabiasfactcheck.com/centre-for-research-of-radicalism-and-national-security-crrns/	low	extreme-right
http://www.occupydemocrats.com	occupydemocrats.com	http://mediabiasfactcheck.com/occupy-democrats/	low	extreme-left
https://www.thedailyvox.co.za/	thedailyvox.co.za	http://mediabiasfactcheck.com/the-daily-vox/	high	left
http://www.newbernsj.com/	newbernsj.com	http://mediabiasfactcheck.com/new-bern-sun-journal/	high	center
http://verafiles.org	verafiles.org	https://mediabiasfactcheck.com/vera-files/	high	center
http://www.afa.net/	afa.net	http://mediabiasfactcheck.com/american-family-association/	low	extreme-right
http://freedomcrossroads.com/	freedomcrossroads.com	https://mediabiasfactcheck.com/freedom-crossroads/	mixed	right
https://www.noozhawk.com/	noozhawk.com	https://mediabiasfactcheck.com/noozhawk/	high	center
https://www.dailydems.com/	dailydems.com	https://mediabiasfactcheck.com/daily-dems/	mixed	left
http://www.crisismagazine.com/	crisismagazine.com	https://mediabiasfactcheck.com/crisis-magazine/	mixed	right
http://www.thenewsliteracyproject.org/	thenewsliteracyproject.org	https://mediabiasfactcheck.com/news-literacy-project/	high	center
http://www.wral.com/	wral.com	http://mediabiasfactcheck.com/wral/	high	center
https://thesternfacts.com/	thesternfacts.com	https://mediabiasfactcheck.com/the-stern-facts/	mixed	left
http://truthinmedia.com/	truthinmedia.com	http://mediabiasfactcheck.com/truth-in-media/	low	extreme-right
http://kff.org/	kff.org	http://mediabiasfactcheck.com/kaiser-family-foundation/	high	center
https://rightwingnews.com/	rightwingnews.com	http://mediabiasfactcheck.com/right-wing-news/	low	extreme-right
http://mediashift.org/	mediashift.org	https://mediabiasfactcheck.com/mediashift/	high	center
https://www.thebalance.com	thebalance.com	https://mediabiasfactcheck.com/the-balance/	high	center
http://www.christianpost.com/	christianpost.com	http://mediabiasfactcheck.com/christian-post/	mixed	right
http://pogo.org/	pogo.org	http://mediabiasfactcheck.com/project-on-government-oversight/	high	center
http://www.newswithviews.com/	newswithviews.com	http://mediabiasfactcheck.com/news-with-views/	low	extreme-right
http://metro.co.uk/	metro.co.uk	http://mediabiasfactcheck.com/metro-uk/	high	left-center
https://www.thepublicdiscourse.com/	thepublicdiscourse.com	https://mediabiasfactcheck.com/witherspoon-institute/	low	extreme-right
http://www.ocregister.com/	ocregister.com	http://mediabiasfactcheck.com/orange-county-register/	high	right-center
https://www.taxjustice.net/	taxjustice.net	https://mediabiasfactcheck.com/tax-justice-network/	high	left-center
https://www.theguardian.com/observer	theguardian.com-observer	http://mediabiasfactcheck.com/the-observer/	high	left-center
http://www.dailyprogress.com	dailyprogress.com	https://mediabiasfactcheck.com/the-daily-progress/	high	center
http://libcom.org	libcom.org	https://mediabiasfactcheck.com/libcom-org/	high	left
http://www.zeit.de/english/index	zeit.de	https://mediabiasfactcheck.com/die-zeit/	high	left-center
http://www.statesmanjournal.com/	statesmanjournal.com	http://mediabiasfactcheck.com/statesman-journal/	high	right-center
http://www.renewamerica.com	renewamerica.com	https://mediabiasfactcheck.com/renew-america/	low	extreme-right
http://www.eurasiagroup.net/	eurasiagroup.net	http://mediabiasfactcheck.com/eurasia-group/	high	center
http://www.shtfplan.com/	shtfplan.com	http://mediabiasfactcheck.com/shtfplan-com/	low	extreme-right
http://www.weeklystandard.com/	weeklystandard.com	http://mediabiasfactcheck.com/weekly-standard/	high	right
http://joeforamerica.com	joeforamerica.com	https://mediabiasfactcheck.com/joe-for-america/	low	extreme-right
https://www.greentechmedia.com/	greentechmedia.com	https://mediabiasfactcheck.com/greentech-media/	high	left-center
https://news.cgtn.com	news.cgtn.com	https://mediabiasfactcheck.com/china-global-television-network-cgtn/	high	center
https://www.opendemocracy.net/	opendemocracy.net	http://mediabiasfactcheck.com/opendemocracy/	high	left-center
http://breakingdefense.com/	breakingdefense.com	http://mediabiasfactcheck.com/breaking-defense/	high	right-center
https://newsbreakshere.com/	newsbreakshere.com	http://mediabiasfactcheck.com/newsbreakshere/	low	extreme-right
https://egyptianstreets.com/	egyptianstreets.com	https://mediabiasfactcheck.com/egyptian-streets/	mixed	left-center
https://70news.wordpress.com/	70news.wordpress.com	https://mediabiasfactcheck.com/70-news/	low	extreme-right
http://www.poynter.org/	poynter.org	http://mediabiasfactcheck.com/poynter-institute/	high	center
http://www.addictinginfo.org/	addictinginfo.org	http://mediabiasfactcheck.com/addicting-info/	mixed	left
http://www.surenews.com/	surenews.com	http://mediabiasfactcheck.com/sure-news/	low	extreme-right
http://www.janes.com/	janes.com	http://mediabiasfactcheck.com/ihs-janes-360/	high	center
https://www.nova-magazine.net	nova-magazine.net	https://mediabiasfactcheck.com/nova-magazine/	mixed	left
https://thewest.com.au/	thewest.com.au	http://mediabiasfactcheck.com/the-west-australian/	high	right-center
http://usaconservativereport.com	usaconservativereport.com	https://mediabiasfactcheck.com/usa-conservative-report/	low	extreme-right
http://www.express.co.uk/	express.co.uk	http://mediabiasfactcheck.com/daily-express/	high	right
http://www.postbulletin.com/	postbulletin.com	http://mediabiasfactcheck.com/post-bulletin/	high	right-center
http://www.oilandwaterdontmix.org/	oilandwaterdontmix.org	http://mediabiasfactcheck.com/oil-and-water-dont-mix/	high	left-center
http://iwf.org/	iwf.org	https://mediabiasfactcheck.com/independent-womens-forum-iwf/	high	right
https://newmoderate.com/	newmoderate.com	http://mediabiasfactcheck.com/new-moderate/	high	left-center
http://www.ips-dc.org	ips-dc.org	https://mediabiasfactcheck.com/institute-policy-studies/	high	left
http://www.heritage.org/	heritage.org	http://mediabiasfactcheck.com/heritage-foundation/	mixed	right
http://www.americanheritage.com	americanheritage.com	https://mediabiasfactcheck.com/american-heritage/	high	center
http://www.westmonster.com/	westmonster.com	https://mediabiasfactcheck.com/westmonster/	high	right-center
http://www.phnompenhpost.com/	phnompenhpost.com	http://mediabiasfactcheck.com/the-phnom-penh-post/	high	center
http://fair.org/	fair.org	http://mediabiasfactcheck.com/fairness-accuracy-in-reporting-fair/	high	left-center
https://redice.tv/	redice.tv	https://mediabiasfactcheck.com/red-ice-tv/	low	extreme-right
http://www.timesofisrael.com/	timesofisrael.com	http://mediabiasfactcheck.com/times-of-israel/	high	left-center
http://www.newsmax.com/	newsmax.com	http://mediabiasfactcheck.com/newsmax/	mixed	right
http://www.rstreet.org/	rstreet.org	https://mediabiasfactcheck.com/r-street-institute/	high	right-center
http://www.thepostemail.com/	thepostemail.com	http://mediabiasfactcheck.com/the-post-email/	mixed	right
http://www.swedishwire.com/	swedishwire.com	http://mediabiasfactcheck.com/the-swedish-wire/	high	center
http://www.diversityinc.com	diversityinc.com	https://mediabiasfactcheck.com/diversityinc/	high	left-center
http://pilotonline.com/	pilotonline.com	http://mediabiasfactcheck.com/the-virginian-pilot/	high	left-center
http://www.stopfake.org/	stopfake.org	http://mediabiasfactcheck.com/stopfake/	high	left-center
https://www.almasdarnews.com	almasdarnews.com	https://mediabiasfactcheck.com/al-masdar-news-amn/	mixed	left-center
http://www.pgpf.org/	pgpf.org	http://mediabiasfactcheck.com/peterson-foundation/	high	center
http://realnewsrightnow.com/	realnewsrightnow.com	http://mediabiasfactcheck.com/real-news-right-now/	low	center
http://progresstribune.com/	progresstribune.com	http://mediabiasfactcheck.com/progress-tribune/	low	extreme-left
http://rightweb.irc-online.org	rightweb.irc-online.org	https://mediabiasfactcheck.com/right-web/	high	left-center
http://www.mlive.com/grand-rapids/#/0	mlive.com-grand-rapids-#-0	http://mediabiasfactcheck.com/grand-rapids-press/	high	right-center
http://www.providencejournal.com/	providencejournal.com	http://mediabiasfactcheck.com/the-providence-journal/	high	left-center
http://jewishbreakingnews.com	jewishbreakingnews.com	https://mediabiasfactcheck.com/jewish-breaking-news/	mixed	right-center
http://www.truth-out.org/	truth-out.org	http://mediabiasfactcheck.com/truth-out/	mixed	left
https://ffrf.org/	ffrf.org	https://mediabiasfactcheck.com/freedom-religion-foundation-ffrf/	high	center
http://www.vermontindependent.org/	vermontindependent.org	https://mediabiasfactcheck.com/vermont-independent/	mixed	left
http://rapidcityjournal.com	rapidcityjournal.com	https://mediabiasfactcheck.com/rapid-city-journal/	high	center
http://www.theonion.com/	theonion.com	http://mediabiasfactcheck.com/the-onion/	low	center
http://www.demos.org	demos.org	https://mediabiasfactcheck.com/demos/	high	left-center
http://www.ledevoir.com/	ledevoir.com	https://mediabiasfactcheck.com/le-devoir/	high	center
http://auburnpub.com/	auburnpub.com	https://mediabiasfactcheck.com/the-auburn-citizen/	high	center
https://quadrant.org.au	quadrant.org.au	https://mediabiasfactcheck.com/quadrant-magazine/	mixed	right
https://patribotics.blog/	patribotics.blog	https://mediabiasfactcheck.com/patribotics-blog/	low	right
http://mbganews.com/	mbganews.com	https://mediabiasfactcheck.com/mbga-make-britain-great/	low	extreme-right
http://politifeed.net	politifeed.net	https://mediabiasfactcheck.com/politifeed/	mixed	right
https://www.bloomberg.com/	bloomberg.com	http://mediabiasfactcheck.com/bloomberg/	high	left-center
https://itsgoingdown.org/	itsgoingdown.org	https://mediabiasfactcheck.com/its-going-down/	mixed	left
http://republicanssucks.org	republicanssucks.org	https://mediabiasfactcheck.com/republicans-suck/	mixed	left
https://bipartisanpolicy.org	bipartisanpolicy.org	https://mediabiasfactcheck.com/bipartisan-policy-center/	high	right-center
https://antifascistnews.net/	antifascistnews.net	https://mediabiasfactcheck.com/anti-fascist-news/	high	left
http://www.kentucky.com/	kentucky.com	http://mediabiasfactcheck.com/lexington-herald-leader/	high	left-center
http://dailysignal.com/	dailysignal.com	http://mediabiasfactcheck.com/daily-signal/	mixed	right
http://www.courier-journal.com/	courier-journal.com	http://mediabiasfactcheck.com/the-courier-journal/	high	left-center
http://vancouversun.com/	vancouversun.com	http://mediabiasfactcheck.com/vancouver-sun/	high	left-center
http://www.timescolonist.com/	timescolonist.com	http://mediabiasfactcheck.com/times-colonist/	high	left-center
https://techxplore.com/	techxplore.com	http://mediabiasfactcheck.com/techxplore/	high	center
http://www.dailyrecord.com/	dailyrecord.com	http://mediabiasfactcheck.com/daily-record/	high	center
http://www.vivaliberty.com/	vivaliberty.com	http://mediabiasfactcheck.com/vivaliberty/	mixed	right
http://newsite.thehindu.com/	newsite.thehindu.com	http://mediabiasfactcheck.com/the-hindu/	high	left-center
http://www.scotusblog.com/	scotusblog.com	http://mediabiasfactcheck.com/scotusblog/	high	center
http://www.dailynews.com/	dailynews.com	http://mediabiasfactcheck.com/los-angeles-daily-news/	high	right-center
https://www.hcn.org	hcn.org	https://mediabiasfactcheck.com/high-country-news/	high	left-center
