source_url,source_url_processed,URL,fact,bias
https://www.conservativeoutfitters.com/blogs/news,conservativeoutfitters.com-blogs-news,http://mediabiasfactcheck.com/conservative-outfitters/,MIXED,right
http://www.republicworld.com/,republicworld.com,https://mediabiasfactcheck.com/republic-world/,MIXED,left-center
http://www.timesheadline.com,timesheadline.com,https://mediabiasfactcheck.com/times-headline/,MIXED,left-center
http://www.amazingnews.net/,amazingnews.net,https://mediabiasfactcheck.com/amazingnews-net/,LOW,extreme-right
https://www.thestar.com/,thestar.com,http://mediabiasfactcheck.com/toronto-star/,HIGH,left-center
https://aceflashman.wordpress.com/,aceflashman.wordpress.com,http://mediabiasfactcheck.com/ace-flashman/,LOW,center
http://www.hoax-slayer.com/,hoax-slayer.com,http://mediabiasfactcheck.com/hoax-slayer/,HIGH,center
https://home.nra.org/,home.nra.org,http://mediabiasfactcheck.com/national-rifle-association-nra/,MIXED,right
https://americanbridgepac.org/,americanbridgepac.org,http://mediabiasfactcheck.com/american-bridge-21st-century/,MIXED,left
http://www.orlandosentinel.com/,orlandosentinel.com,http://mediabiasfactcheck.com/orlando-sentinel/,HIGH,right-center
http://www.voanews.com/,voanews.com,http://mediabiasfactcheck.com/voice-of-america/,HIGH,center
https://newsandstoriesfromusa.com/,newsandstoriesfromusa.com,https://mediabiasfactcheck.com/news-stories-usa/,LOW,extreme-right
http://offendedamerica.com/,offendedamerica.com,https://mediabiasfactcheck.com/offended-america/,MIXED,right
http://www.calgarysun.com/,calgarysun.com,http://mediabiasfactcheck.com/calgary-sun/,HIGH,right-center
https://southafricatoday.net,southafricatoday.net,https://mediabiasfactcheck.com/south-africa-today/,LOW,right
http://blackpigeonspeaks.com/,blackpigeonspeaks.com,https://mediabiasfactcheck.com/black-pigeon-speaks/,LOW,extreme-right
https://www.churchmilitant.com/,churchmilitant.com,https://mediabiasfactcheck.com/church-militant/,MIXED,right
http://www.liberalamerica.org/,liberalamerica.org,http://mediabiasfactcheck.com/liberal-america/,MIXED,left
https://www.newscientist.com/,newscientist.com,http://mediabiasfactcheck.com/new-scientist/,HIGH,center
http://www.theskimm.com/,theskimm.com,http://mediabiasfactcheck.com/the-skimm/,HIGH,center
https://iowastartingline.com,iowastartingline.com,https://mediabiasfactcheck.com/iowa-starting-line/,HIGH,left
http://deepleftfield.info/,deepleftfield.info,https://mediabiasfactcheck.com/deep-left-field/,MIXED,left
http://www.burrardstreetjournal.com/,burrardstreetjournal.com,http://mediabiasfactcheck.com/burrard-street-journal/,LOW,center
http://www.who.int/en/,who.int-en,http://mediabiasfactcheck.com/world-health-organization-who/,HIGH,center
https://www.propublica.org/,propublica.org,http://mediabiasfactcheck.com/propublica/,HIGH,left-center
http://yellowhammernews.com/,yellowhammernews.com,http://mediabiasfactcheck.com/yellowhammer-news/,HIGH,right
http://news.groopspeak.com/,news.groopspeak.com,http://mediabiasfactcheck.com/groopspeak/,MIXED,left
http://www.fairvote.org/,fairvote.org,http://mediabiasfactcheck.com/fairvote/,HIGH,left-center
http://www.intellectualtakeout.org/,intellectualtakeout.org,https://mediabiasfactcheck.com/intellectual-takeout/,MIXED,right
http://conservativefighters.com/,conservativefighters.com,http://mediabiasfactcheck.com/conservative-fighters/,LOW,extreme-right
http://oilprice.com/,oilprice.com,http://mediabiasfactcheck.com/oil-price/,HIGH,right-center
http://www.the-american-interest.com/,the-american-interest.com,http://mediabiasfactcheck.com/the-american-interest/,HIGH,right-center
https://gawken.com/,gawken.com,http://mediabiasfactcheck.com/gawken/,LOW,center
http://bigleaguepolitics.com/,bigleaguepolitics.com,https://mediabiasfactcheck.com/big-league-politics/,MIXED,right
http://www.azcentral.com/,azcentral.com,http://mediabiasfactcheck.com/arizona-republic/,HIGH,right-center
http://www.leftsideofhistory.com/,leftsideofhistory.com,http://mediabiasfactcheck.com/left-side-of-history/,MIXED,left
http://reagancoalition.com/,reagancoalition.com,http://mediabiasfactcheck.com/reagan-coalition/,LOW,extreme-right
http://monthlyreview.org/,monthlyreview.org,http://mediabiasfactcheck.com/monthly-review/,HIGH,left-center
https://newswars.com/,newswars.com,https://mediabiasfactcheck.com/newswars/,LOW,extreme-right
http://www.progressive.org/,progressive.org,http://mediabiasfactcheck.com/the-progressive/,HIGH,left
https://www.oathkeepers.org,oathkeepers.org,https://mediabiasfactcheck.com/oath-keepers/,LOW,extreme-right
http://www.anthropocenemagazine.org/,anthropocenemagazine.org,http://mediabiasfactcheck.com/conservation-magazine/,HIGH,center
http://www.atlbanana.com/,atlbanana.com,http://mediabiasfactcheck.com/the-atlanta-banana/,LOW,center
http://www.salon.com/,salon.com,http://mediabiasfactcheck.com/salon/,HIGH,left
http://www.bluestemprairie.com/,bluestemprairie.com,http://mediabiasfactcheck.com/bluestem-prairie/,HIGH,left-center
https://brokenworldnews.com/,brokenworldnews.com,http://mediabiasfactcheck.com/broken-world-news/,LOW,center
http://www.atimes.com/,atimes.com,https://mediabiasfactcheck.com/asia-times/,HIGH,center
http://www.patriotfires.com/,patriotfires.com,http://mediabiasfactcheck.com/patriot-fires/,LOW,extreme-right
http://www.allgov.com,allgov.com,https://mediabiasfactcheck.com/allgov/,HIGH,center
http://www.thegoldwater.com/,thegoldwater.com,https://mediabiasfactcheck.com/the-goldwater/,LOW,extreme-right
https://lynx.media/,lynx.media,https://mediabiasfactcheck.com/lynx-media/,MIXED,right-center
http://resistancereport.com/,resistancereport.com,http://mediabiasfactcheck.com/resistance-report/,LOW,extreme-left
http://democraticreview.com/,democraticreview.com,http://mediabiasfactcheck.com/democratic-review/,LOW,extreme-left
http://www.medicaldaily.com/,medicaldaily.com,https://mediabiasfactcheck.com/medical-daily/,HIGH,center
http://americannewsx.com/,americannewsx.com,http://mediabiasfactcheck.com/american-news-x/,MIXED,left
http://www.ibtimes.com/,ibtimes.com,http://mediabiasfactcheck.com/international-business-times/,MIXED,left-center
https://www.japantimes.co.jp/,japantimes.co.jp,https://mediabiasfactcheck.com/japan-times/,HIGH,center
http://www.chicksontheright.com/,chicksontheright.com,http://mediabiasfactcheck.com/chicks-on-the-right/,MIXED,right
https://www.foreignpolicyjournal.com,foreignpolicyjournal.com,https://mediabiasfactcheck.com/foreign-policy-journal/,HIGH,left
https://www.quantamagazine.org/,quantamagazine.org,https://mediabiasfactcheck.com/quanta-magazine/,HIGH,center
https://www.buzzfeed.com/,buzzfeed.com,http://mediabiasfactcheck.com/buzzfeed/,MIXED,left-center
http://harvardpolitics.com/,harvardpolitics.com,http://mediabiasfactcheck.com/harvard-political-review/,HIGH,center
http://newsuptoday.com/,newsuptoday.com,https://mediabiasfactcheck.com/news-up-today/,LOW,extreme-right
https://sciencetrends.com,sciencetrends.com,https://mediabiasfactcheck.com/science-trends/,HIGH,center
https://viralcords.com/,viralcords.com,http://mediabiasfactcheck.com/viral-cords/,LOW,center
http://www.climatecentral.org/,climatecentral.org,http://mediabiasfactcheck.com/climate-central/,HIGH,center
http://siouxcityjournal.com/,siouxcityjournal.com,https://mediabiasfactcheck.com/sioux-city-journal/,HIGH,center
https://www.commentarymagazine.com/,commentarymagazine.com,http://mediabiasfactcheck.com/commentary-magazine/,HIGH,right
https://www.themaven.net/beingliberal,themaven.net-beingliberal,https://mediabiasfactcheck.com/being-liberal/,MIXED,left
https://www.cpj.org/,cpj.org,http://mediabiasfactcheck.com/committee-to-protect-journalists/,HIGH,center
http://www.adelaidenow.com.au/,adelaidenow.com.au,https://mediabiasfactcheck.com/the-advertiser/,MIXED,right
http://www.epi.org/,epi.org,https://mediabiasfactcheck.com/economic-policy-institute/,HIGH,left-center
http://www.atlanticmedia.com/,atlanticmedia.com,http://mediabiasfactcheck.com/atlantic-media/,HIGH,left-center
http://www.bangkokpost.com/,bangkokpost.com,http://mediabiasfactcheck.com/the-bangkok-post/,HIGH,center
http://bigamericannews.com/,bigamericannews.com,http://mediabiasfactcheck.com/big-american-news/,LOW,center
http://www.psypost.org/,psypost.org,http://mediabiasfactcheck.com/psypost/,HIGH,center
http://www.beliefnet.com,beliefnet.com,https://mediabiasfactcheck.com/beliefnet/,MIXED,right
https://placesjournal.org/,placesjournal.org,http://mediabiasfactcheck.com/places-journal/,HIGH,center
http://www.politicalgarbagechute.com/,politicalgarbagechute.com,http://mediabiasfactcheck.com/the-political-garbage-chute/,LOW,center
https://rewire.news/,rewire.news,http://mediabiasfactcheck.com/rewire/,HIGH,left
https://www.defconwarningsystem.com,defconwarningsystem.com,https://mediabiasfactcheck.com/defcon-warning-system/,HIGH,center
http://www.pnas.org/,pnas.org,http://mediabiasfactcheck.com/proceedings-of-the-national-academy-of-sciences-of-the-united-states-of-america-pnas/,HIGH,center
https://www.truthexaminer.com/,truthexaminer.com,http://mediabiasfactcheck.com/truth-examiner/,LOW,extreme-left
http://www.aljazeera.com/,aljazeera.com,http://mediabiasfactcheck.com/al-jazeera/,HIGH,left-center
https://milo.yiannopoulos.net/,milo.yiannopoulos.net,http://mediabiasfactcheck.com/milo-news/,LOW,extreme-right
http://magicvalley.com/,magicvalley.com,https://mediabiasfactcheck.com/times-news-idaho/,HIGH,center
http://www.skeptic.com/,skeptic.com,http://mediabiasfactcheck.com/skeptic-magazine/,HIGH,center
http://www.marketwatch.com/,marketwatch.com,http://mediabiasfactcheck.com/marketwatch/,HIGH,center
http://abriluno.com/,abriluno.com,http://mediabiasfactcheck.com/abril-uno/,LOW,center
http://www.detroitnews.com/,detroitnews.com,http://mediabiasfactcheck.com/detroit-news/,HIGH,right-center
http://thechronicleherald.ca/,thechronicleherald.ca,https://mediabiasfactcheck.com/the-chronicle-herald/,MIXED,right-center
http://theduran.com/,theduran.com,http://mediabiasfactcheck.com/the-duran/,LOW,extreme-right
https://www.teaparty.org/,teaparty.org,http://mediabiasfactcheck.com/tea-party-inc/,LOW,extreme-right
http://www.frc.org,frc.org,http://mediabiasfactcheck.com/family-research-council/,LOW,extreme-right
http://stocksnewsdaily.com/,stocksnewsdaily.com,https://mediabiasfactcheck.com/stocks-news-daily/,MIXED,left-center
http://retractionwatch.com/,retractionwatch.com,http://mediabiasfactcheck.com/retraction-watch/,HIGH,center
https://uawire.org/,uawire.org,https://mediabiasfactcheck.com/uawire/,MIXED,left-center
https://photographyisnotacrime.com/,photographyisnotacrime.com,http://mediabiasfactcheck.com/pinac/,HIGH,left
http://babylonbee.com/,babylonbee.com,http://mediabiasfactcheck.com/babylon-bee/,LOW,center
http://www.polygraph.info/,polygraph.info,http://mediabiasfactcheck.com/polygraph-info/,HIGH,center
http://conservativebyte.com,conservativebyte.com,https://mediabiasfactcheck.com/conservative-byte/,LOW,extreme-right
https://fas.org/,fas.org,http://mediabiasfactcheck.com/federation-of-american-scientists-fas/,HIGH,center
http://www.al-monitor.com/pulse/home.html,al-monitor.com-pulse-home.html,http://mediabiasfactcheck.com/al-monitor/,HIGH,left-center
http://secondnexus.com/,secondnexus.com,http://mediabiasfactcheck.com/second-nexus/,MIXED,left-center
http://www.nwitimes.com,nwitimes.com,https://mediabiasfactcheck.com/northwest-indiana-times/,HIGH,center
http://www.morningstaronline.co.uk/,morningstaronline.co.uk,http://mediabiasfactcheck.com/the-morning-star/,HIGH,left
https://www.climaterealityproject.org/,climaterealityproject.org,http://mediabiasfactcheck.com/the-climate-reality-project/,HIGH,left
http://theproudliberal.org/,theproudliberal.org,http://mediabiasfactcheck.com/the-proud-liberal/,LOW,extreme-left
https://www.nccivitas.org/,nccivitas.org,https://mediabiasfactcheck.com/civitas-institute/,MIXED,right
http://www.vox.com/,vox.com,http://mediabiasfactcheck.com/vox/,HIGH,left
http://freedumjunkshun.com/,freedumjunkshun.com,https://mediabiasfactcheck.com/freedum-junkshun/,LOW,center
https://www.aol.com/,aol.com,http://mediabiasfactcheck.com/aol/,HIGH,left-center
http://www.lgbtqnation.com/,lgbtqnation.com,http://mediabiasfactcheck.com/lgbtq-nation/,HIGH,left
http://www.beaware.one,beaware.one,https://mediabiasfactcheck.com/beaware/,LOW,extreme-right
http://liberalsociety.com/,liberalsociety.com,http://mediabiasfactcheck.com/liberal-society/,LOW,extreme-left
http://www.taxpayer.com/,taxpayer.com,http://mediabiasfactcheck.com/canadian-taxpayers-federation/,HIGH,right-center
http://santamariatimes.com,santamariatimes.com,https://mediabiasfactcheck.com/santa-maria-times/,HIGH,center
http://www.jamestown.org/,jamestown.org,http://mediabiasfactcheck.com/the-jamestown-foundation/,HIGH,right-center
https://bluntforcetruth.com,bluntforcetruth.com,https://mediabiasfactcheck.com/blunt-force-truth/,LOW,extreme-right
http://www.independent.co.uk/us,independent.co.uk,http://mediabiasfactcheck.com/the-independent/,HIGH,left-center
https://www.desmogblog.com/,desmogblog.com,http://mediabiasfactcheck.com/desmog/,HIGH,left
https://niskanencenter.org,niskanencenter.org,https://mediabiasfactcheck.com/niskanen-center/,HIGH,center
https://www.scientificamerican.com/,scientificamerican.com,http://mediabiasfactcheck.com/scientific-american/,HIGH,center
https://www.greenleft.org.au,greenleft.org.au,https://mediabiasfactcheck.com/green-left-weekly/,MIXED,left
https://www.texasmonthly.com,texasmonthly.com,https://mediabiasfactcheck.com/texas-monthly/,HIGH,left-center
http://www.pravdareport.com/,pravdareport.com,http://mediabiasfactcheck.com/pravda-report/,MIXED,left
http://www.hindustantimes.com/,hindustantimes.com,https://mediabiasfactcheck.com/hindustan-times/,HIGH,left-center
http://www.peninsuladailynews.com/,peninsuladailynews.com,http://mediabiasfactcheck.com/peninsula-daily-news/,HIGH,right-center
http://www.mirror.co.uk/,mirror.co.uk,http://mediabiasfactcheck.com/daily-mirror/,MIXED,left
http://americablog.com/,americablog.com,http://mediabiasfactcheck.com/americablog/,HIGH,left
http://bb4sp.com/,bb4sp.com,http://mediabiasfactcheck.com/bb4sp/,LOW,extreme-right
http://firstinfreedomdaily.com/,firstinfreedomdaily.com,https://mediabiasfactcheck.com/first-freedom-daily/,MIXED,right
http://www.fresnobee.com/,fresnobee.com,http://mediabiasfactcheck.com/fresno-bee/,HIGH,left-center
http://www.americanpatriotdaily.com/,americanpatriotdaily.com,http://mediabiasfactcheck.com/american-patriot-daily/,LOW,extreme-right
http://www.helsinkitimes.fi/,helsinkitimes.fi,http://mediabiasfactcheck.com/helsinki-times/,HIGH,left-center
http://www.pri.org/programs/globalpost,pri.org-programs-globalpost,http://mediabiasfactcheck.com/global-post/,HIGH,left-center
http://www.tribunemagazine.org/,tribunemagazine.org,http://mediabiasfactcheck.com/tribune-magazine-uk/,HIGH,left
http://www.dailywire.com/,dailywire.com,http://mediabiasfactcheck.com/the-daily-wire/,MIXED,right
http://bismarcktribune.com,bismarcktribune.com,https://mediabiasfactcheck.com/bismarck-tribune/,HIGH,center
http://researchantisemitism.ca,researchantisemitism.ca,https://mediabiasfactcheck.com/centre-for-research-of-radicalism-and-national-security-crrns/,LOW,extreme-right
http://www.occupydemocrats.com,occupydemocrats.com,http://mediabiasfactcheck.com/occupy-democrats/,LOW,extreme-left
https://www.thedailyvox.co.za/,thedailyvox.co.za,http://mediabiasfactcheck.com/the-daily-vox/,HIGH,left
http://www.newbernsj.com/,newbernsj.com,http://mediabiasfactcheck.com/new-bern-sun-journal/,HIGH,center
http://verafiles.org,verafiles.org,https://mediabiasfactcheck.com/vera-files/,HIGH,center
http://www.afa.net/,afa.net,http://mediabiasfactcheck.com/american-family-association/,LOW,extreme-right
http://freedomcrossroads.com/,freedomcrossroads.com,https://mediabiasfactcheck.com/freedom-crossroads/,MIXED,right
https://www.noozhawk.com/,noozhawk.com,https://mediabiasfactcheck.com/noozhawk/,HIGH,center
https://www.dailydems.com/,dailydems.com,https://mediabiasfactcheck.com/daily-dems/,MIXED,left
http://www.crisismagazine.com/,crisismagazine.com,https://mediabiasfactcheck.com/crisis-magazine/,MIXED,right
http://www.thenewsliteracyproject.org/,thenewsliteracyproject.org,https://mediabiasfactcheck.com/news-literacy-project/,HIGH,center
http://www.wral.com/,wral.com,http://mediabiasfactcheck.com/wral/,HIGH,center
https://thesternfacts.com/,thesternfacts.com,https://mediabiasfactcheck.com/the-stern-facts/,MIXED,left
http://truthinmedia.com/,truthinmedia.com,http://mediabiasfactcheck.com/truth-in-media/,LOW,extreme-right
http://kff.org/,kff.org,http://mediabiasfactcheck.com/kaiser-family-foundation/,HIGH,center
https://rightwingnews.com/,rightwingnews.com,http://mediabiasfactcheck.com/right-wing-news/,LOW,extreme-right
http://mediashift.org/,mediashift.org,https://mediabiasfactcheck.com/mediashift/,HIGH,center
https://www.thebalance.com,thebalance.com,https://mediabiasfactcheck.com/the-balance/,HIGH,center
http://www.christianpost.com/,christianpost.com,http://mediabiasfactcheck.com/christian-post/,MIXED,right
http://pogo.org/,pogo.org,http://mediabiasfactcheck.com/project-on-government-oversight/,HIGH,center
http://www.newswithviews.com/,newswithviews.com,http://mediabiasfactcheck.com/news-with-views/,LOW,extreme-right
http://metro.co.uk/,metro.co.uk,http://mediabiasfactcheck.com/metro-uk/,HIGH,left-center
https://www.thepublicdiscourse.com/,thepublicdiscourse.com,https://mediabiasfactcheck.com/witherspoon-institute/,LOW,extreme-right
http://www.ocregister.com/,ocregister.com,http://mediabiasfactcheck.com/orange-county-register/,HIGH,right-center
https://www.taxjustice.net/,taxjustice.net,https://mediabiasfactcheck.com/tax-justice-network/,HIGH,left-center
https://www.theguardian.com/observer,theguardian.com-observer,http://mediabiasfactcheck.com/the-observer/,HIGH,left-center
http://www.dailyprogress.com,dailyprogress.com,https://mediabiasfactcheck.com/the-daily-progress/,HIGH,center
http://libcom.org,libcom.org,https://mediabiasfactcheck.com/libcom-org/,HIGH,left
http://www.zeit.de/english/index,zeit.de,https://mediabiasfactcheck.com/die-zeit/,HIGH,left-center
http://www.statesmanjournal.com/,statesmanjournal.com,http://mediabiasfactcheck.com/statesman-journal/,HIGH,right-center
http://www.renewamerica.com,renewamerica.com,https://mediabiasfactcheck.com/renew-america/,LOW,extreme-right
http://www.eurasiagroup.net/,eurasiagroup.net,http://mediabiasfactcheck.com/eurasia-group/,HIGH,center
http://www.shtfplan.com/,shtfplan.com,http://mediabiasfactcheck.com/shtfplan-com/,LOW,extreme-right
http://www.weeklystandard.com/,weeklystandard.com,http://mediabiasfactcheck.com/weekly-standard/,HIGH,right
http://joeforamerica.com,joeforamerica.com,https://mediabiasfactcheck.com/joe-for-america/,LOW,extreme-right
https://www.greentechmedia.com/,greentechmedia.com,https://mediabiasfactcheck.com/greentech-media/,HIGH,left-center
https://news.cgtn.com,news.cgtn.com,https://mediabiasfactcheck.com/china-global-television-network-cgtn/,HIGH,center
https://www.opendemocracy.net/,opendemocracy.net,http://mediabiasfactcheck.com/opendemocracy/,HIGH,left-center
http://breakingdefense.com/,breakingdefense.com,http://mediabiasfactcheck.com/breaking-defense/,HIGH,right-center
https://newsbreakshere.com/,newsbreakshere.com,http://mediabiasfactcheck.com/newsbreakshere/,LOW,extreme-right
https://egyptianstreets.com/,egyptianstreets.com,https://mediabiasfactcheck.com/egyptian-streets/,MIXED,left-center
https://70news.wordpress.com/,70news.wordpress.com,https://mediabiasfactcheck.com/70-news/,LOW,extreme-right
http://www.poynter.org/,poynter.org,http://mediabiasfactcheck.com/poynter-institute/,HIGH,center
http://www.addictinginfo.org/,addictinginfo.org,http://mediabiasfactcheck.com/addicting-info/,MIXED,left
http://www.surenews.com/,surenews.com,http://mediabiasfactcheck.com/sure-news/,LOW,extreme-right
http://www.janes.com/,janes.com,http://mediabiasfactcheck.com/ihs-janes-360/,HIGH,center
https://www.nova-magazine.net,nova-magazine.net,https://mediabiasfactcheck.com/nova-magazine/,MIXED,left
https://thewest.com.au/,thewest.com.au,http://mediabiasfactcheck.com/the-west-australian/,HIGH,right-center
http://usaconservativereport.com,usaconservativereport.com,https://mediabiasfactcheck.com/usa-conservative-report/,LOW,extreme-right
http://www.express.co.uk/,express.co.uk,http://mediabiasfactcheck.com/daily-express/,HIGH,right
http://www.postbulletin.com/,postbulletin.com,http://mediabiasfactcheck.com/post-bulletin/,HIGH,right-center
http://www.oilandwaterdontmix.org/,oilandwaterdontmix.org,http://mediabiasfactcheck.com/oil-and-water-dont-mix/,HIGH,left-center
http://iwf.org/,iwf.org,https://mediabiasfactcheck.com/independent-womens-forum-iwf/,HIGH,right
https://newmoderate.com/,newmoderate.com,http://mediabiasfactcheck.com/new-moderate/,HIGH,left-center
http://www.ips-dc.org,ips-dc.org,https://mediabiasfactcheck.com/institute-policy-studies/,HIGH,left
http://www.heritage.org/,heritage.org,http://mediabiasfactcheck.com/heritage-foundation/,MIXED,right
http://www.americanheritage.com,americanheritage.com,https://mediabiasfactcheck.com/american-heritage/,HIGH,center
http://www.westmonster.com/,westmonster.com,https://mediabiasfactcheck.com/westmonster/,HIGH,right-center
http://www.phnompenhpost.com/,phnompenhpost.com,http://mediabiasfactcheck.com/the-phnom-penh-post/,HIGH,center
http://fair.org/,fair.org,http://mediabiasfactcheck.com/fairness-accuracy-in-reporting-fair/,HIGH,left-center
https://redice.tv/,redice.tv,https://mediabiasfactcheck.com/red-ice-tv/,LOW,extreme-right
http://www.timesofisrael.com/,timesofisrael.com,http://mediabiasfactcheck.com/times-of-israel/,HIGH,left-center
http://www.newsmax.com/,newsmax.com,http://mediabiasfactcheck.com/newsmax/,MIXED,right
http://www.rstreet.org/,rstreet.org,https://mediabiasfactcheck.com/r-street-institute/,HIGH,right-center
http://www.thepostemail.com/,thepostemail.com,http://mediabiasfactcheck.com/the-post-email/,MIXED,right
http://www.swedishwire.com/,swedishwire.com,http://mediabiasfactcheck.com/the-swedish-wire/,HIGH,center
http://www.diversityinc.com,diversityinc.com,https://mediabiasfactcheck.com/diversityinc/,HIGH,left-center
http://pilotonline.com/,pilotonline.com,http://mediabiasfactcheck.com/the-virginian-pilot/,HIGH,left-center
http://www.stopfake.org/,stopfake.org,http://mediabiasfactcheck.com/stopfake/,HIGH,left-center
https://www.almasdarnews.com,almasdarnews.com,https://mediabiasfactcheck.com/al-masdar-news-amn/,MIXED,left-center
http://www.pgpf.org/,pgpf.org,http://mediabiasfactcheck.com/peterson-foundation/,HIGH,center
http://realnewsrightnow.com/,realnewsrightnow.com,http://mediabiasfactcheck.com/real-news-right-now/,LOW,center
http://progresstribune.com/,progresstribune.com,http://mediabiasfactcheck.com/progress-tribune/,LOW,extreme-left
http://rightweb.irc-online.org,rightweb.irc-online.org,https://mediabiasfactcheck.com/right-web/,HIGH,left-center
http://www.mlive.com/grand-rapids/#/0,mlive.com-grand-rapids-#-0,http://mediabiasfactcheck.com/grand-rapids-press/,HIGH,right-center
http://www.providencejournal.com/,providencejournal.com,http://mediabiasfactcheck.com/the-providence-journal/,HIGH,left-center
http://jewishbreakingnews.com,jewishbreakingnews.com,https://mediabiasfactcheck.com/jewish-breaking-news/,MIXED,right-center
http://www.truth-out.org/,truth-out.org,http://mediabiasfactcheck.com/truth-out/,MIXED,left
https://ffrf.org/,ffrf.org,https://mediabiasfactcheck.com/freedom-religion-foundation-ffrf/,HIGH,center
http://www.vermontindependent.org/,vermontindependent.org,https://mediabiasfactcheck.com/vermont-independent/,MIXED,left
http://rapidcityjournal.com,rapidcityjournal.com,https://mediabiasfactcheck.com/rapid-city-journal/,HIGH,center
http://www.theonion.com/,theonion.com,http://mediabiasfactcheck.com/the-onion/,LOW,center
http://www.demos.org,demos.org,https://mediabiasfactcheck.com/demos/,HIGH,left-center
http://www.ledevoir.com/,ledevoir.com,https://mediabiasfactcheck.com/le-devoir/,HIGH,center
http://auburnpub.com/,auburnpub.com,https://mediabiasfactcheck.com/the-auburn-citizen/,HIGH,center
https://quadrant.org.au,quadrant.org.au,https://mediabiasfactcheck.com/quadrant-magazine/,MIXED,right
https://patribotics.blog/,patribotics.blog,https://mediabiasfactcheck.com/patribotics-blog/,LOW,right
http://mbganews.com/,mbganews.com,https://mediabiasfactcheck.com/mbga-make-britain-great/,LOW,extreme-right
http://politifeed.net,politifeed.net,https://mediabiasfactcheck.com/politifeed/,MIXED,right
https://www.bloomberg.com/,bloomberg.com,http://mediabiasfactcheck.com/bloomberg/,HIGH,left-center
https://itsgoingdown.org/,itsgoingdown.org,https://mediabiasfactcheck.com/its-going-down/,MIXED,left
http://republicanssucks.org,republicanssucks.org,https://mediabiasfactcheck.com/republicans-suck/,MIXED,left
https://bipartisanpolicy.org,bipartisanpolicy.org,https://mediabiasfactcheck.com/bipartisan-policy-center/,HIGH,right-center
https://antifascistnews.net/,antifascistnews.net,https://mediabiasfactcheck.com/anti-fascist-news/,HIGH,left
